distance_km,days_since_last_donation,is_first_time_donor,age,past_donations,response_rate,avg_response_time_min,is_available_now,label
0.39,824.0,0,27,3,0.749,14.0,0,1
0.04,761.0,0,28,0,0.311,8.3,1,1
29.27,649.0,0,35,4,0.812,24.0,1,0
2.32,490.0,0,33,1,0.771,24.8,1,0
1.23,-1.0,1,19,2,0.295,3.3,1,1
2.25,642.0,0,30,3,0.691,21.5,1,1
4.35,212.0,0,30,3,0.215,4.4,1,1
1.02,116.0,0,46,0,0.566,115.2,1,0
5.04,-1.0,1,38,0,0.525,9.3,1,0
16.07,168.0,0,35,2,0.487,15.7,1,1
12.57,240.0,0,20,3,0.256,94.7,0,0
1.85,428.0,0,22,2,0.744,0.5,0,1
2.18,195.0,0,49,9,0.866,4.0,0,1
0.99,764.0,0,38,3,0.57,10.8,1,0
1.12,260.0,0,19,5,0.686,15.0,1,1
8.38,-1.0,1,24,1,0.409,44.2,1,1
2.54,374.0,0,27,3,0.846,14.2,0,0
6.56,769.0,0,28,4,0.48,11.9,1,1
25.01,-1.0,1,48,1,0.216,101.9,1,1
2.18,348.0,0,26,1,0.68,27.0,1,0
2.98,-1.0,1,25,5,0.742,8.4,0,1
0.68,-1.0,1,29,6,0.566,4.8,1,0
7.0,398.0,0,34,3,0.187,39.9,1,1
16.47,150.0,0,39,4,0.882,1.4,1,0
2.62,791.0,0,40,6,0.566,18.7,1,1
28.8,785.0,0,29,3,0.459,5.3,1,0
15.65,627.0,0,19,5,0.746,10.9,1,1
0.6,639.0,0,36,4,0.404,49.3,1,1
2.01,138.0,0,48,4,0.034,8.2,0,0
11.22,776.0,0,43,0,0.506,2.9,1,0
4.11,695.0,0,31,3,0.562,106.3,0,0
4.14,541.0,0,41,4,0.938,37.1,0,0
2.54,107.0,0,33,4,0.816,7.4,1,1
5.73,587.0,0,45,3,0.732,51.1,1,0
13.13,-1.0,1,50,3,0.218,34.2,1,1
1.59,346.0,0,20,4,0.558,5.1,1,1
8.28,150.0,0,24,1,0.014,17.3,1,0
0.57,333.0,0,33,3,0.59,36.1,1,1
6.13,523.0,0,33,3,0.637,0.7,1,1
2.55,183.0,0,32,3,0.628,27.8,1,1
13.76,-1.0,1,18,2,0.826,34.0,1,0
2.49,627.0,0,32,1,0.943,8.5,1,1
5.6,684.0,0,32,4,0.88,63.8,1,0
3.39,336.0,0,48,4,0.472,7.6,0,0
17.42,390.0,0,33,2,0.398,22.1,1,0
11.78,-1.0,1,36,4,0.235,3.9,1,0
3.55,784.0,0,35,2,0.662,79.2,0,0
5.67,756.0,0,37,6,0.578,24.3,1,0
29.83,181.0,0,43,0,0.189,13.1,1,0
7.24,682.0,0,18,5,0.096,0.0,1,0
3.05,253.0,0,28,4,0.629,44.8,1,0
4.14,-1.0,1,26,5,0.556,15.2,1,1
1.68,646.0,0,18,5,0.555,0.4,1,1
0.92,90.0,0,21,1,0.36,87.3,1,1
2.98,315.0,0,23,9,0.182,26.4,0,0
0.83,-1.0,1,41,4,0.384,41.7,1,1
17.8,525.0,0,38,0,0.673,20.4,1,0
3.41,224.0,0,25,4,0.216,21.0,1,0
8.72,678.0,0,25,0,0.3,17.8,0,0
5.31,423.0,0,33,2,0.623,37.0,1,0
3.45,797.0,0,18,0,0.79,16.8,1,1
2.83,813.0,0,44,3,0.501,32.1,0,0
2.63,518.0,0,28,1,0.45,32.7,1,1
1.36,244.0,0,42,2,0.705,0.3,1,1
7.15,877.0,0,25,3,0.224,3.7,1,1
2.81,687.0,0,38,3,0.362,15.6,1,1
7.12,539.0,0,20,3,0.672,60.9,1,1
6.76,825.0,0,26,3,0.49,21.7,1,0
3.81,653.0,0,29,3,0.709,8.6,1,1
3.95,543.0,0,25,4,0.542,42.7,1,1
17.12,898.0,0,34,3,0.317,69.6,1,1
11.61,450.0,0,43,3,0.915,13.0,1,1
3.08,106.0,0,22,0,0.091,50.9,1,1
12.07,-1.0,1,58,1,0.86,34.3,1,1
6.55,274.0,0,18,4,0.593,23.7,0,0
5.6,484.0,0,37,2,0.494,74.6,1,0
0.81,109.0,0,33,3,0.19,9.1,1,1
8.16,154.0,0,29,3,0.74,29.8,0,1
7.46,282.0,0,38,5,0.488,30.9,1,0
4.55,-1.0,1,37,5,0.532,67.3,1,0
5.72,689.0,0,27,3,0.818,2.8,1,1
4.35,627.0,0,41,2,0.303,31.5,1,0
3.87,284.0,0,39,4,0.816,2.2,1,1
3.98,750.0,0,45,3,0.394,8.9,1,0
2.22,256.0,0,23,1,0.394,5.0,0,0
0.78,524.0,0,54,3,0.682,33.3,1,0
3.14,452.0,0,23,2,0.515,27.4,0,1
8.36,774.0,0,34,4,0.71,2.9,1,1
3.82,529.0,0,30,2,0.657,11.0,1,0
11.83,183.0,0,31,3,0.337,29.2,1,1
8.75,501.0,0,24,1,0.556,32.3,0,0
3.22,764.0,0,18,3,0.826,24.1,0,1
1.47,721.0,0,25,0,0.387,6.3,1,0
7.24,-1.0,1,25,3,0.556,15.8,0,0
6.61,303.0,0,36,2,0.94,17.1,0,1
20.12,-1.0,1,49,4,0.486,1.3,1,0
5.44,225.0,0,18,2,0.804,50.6,1,0
1.19,545.0,0,33,2,0.534,9.2,1,1
5.02,822.0,0,33,6,0.343,29.4,0,0
5.43,460.0,0,34,0,0.13,9.0,1,0
0.96,729.0,0,26,5,0.885,14.1,1,0
1.98,896.0,0,41,1,0.411,25.3,1,0
0.24,479.0,0,40,6,0.236,9.3,1,1
19.26,288.0,0,21,4,0.254,10.6,1,1
5.29,807.0,0,18,5,0.73,14.7,1,1
7.39,185.0,0,31,2,0.795,0.6,1,1
3.43,787.0,0,33,2,0.38,20.0,0,0
0.68,520.0,0,42,5,0.287,6.9,1,1
4.42,768.0,0,37,4,0.278,10.2,0,1
0.66,659.0,0,25,3,0.832,4.3,0,1
2.33,565.0,0,18,5,0.073,30.2,1,0
2.12,348.0,0,47,4,0.379,6.5,1,0
8.54,-1.0,1,21,7,0.805,76.7,0,1
0.71,845.0,0,46,9,0.241,108.7,1,1
2.29,451.0,0,25,3,0.023,20.6,0,0
0.35,589.0,0,26,2,0.739,21.8,1,1
1.33,139.0,0,48,4,0.416,6.4,1,1
1.92,435.0,0,31,1,0.485,0.4,1,1
24.82,871.0,0,18,5,0.515,26.6,1,1
4.88,790.0,0,41,1,0.539,8.1,1,0
9.28,-1.0,1,37,0,0.857,8.5,1,1
7.35,190.0,0,20,3,0.644,2.8,0,1
1.5,747.0,0,30,3,0.269,2.1,1,0
1.13,393.0,0,40,1,0.65,46.1,1,0
1.0,841.0,0,42,3,0.649,20.9,0,0
8.36,856.0,0,30,3,0.525,21.2,1,1
3.92,589.0,0,31,6,0.628,4.6,0,0
3.62,207.0,0,25,3,0.728,81.4,1,0
1.01,753.0,0,22,1,0.306,1.1,1,1
8.69,-1.0,1,33,2,0.57,4.9,1,1
0.58,862.0,0,31,1,0.417,19.0,1,1
3.12,697.0,0,18,4,0.325,0.8,0,0
1.01,525.0,0,27,1,0.552,24.7,1,0
14.0,254.0,0,20,4,0.289,24.9,1,1
4.09,410.0,0,18,3,0.087,36.6,1,0
3.25,291.0,0,31,3,0.421,22.6,1,1
2.54,532.0,0,47,2,0.813,27.2,0,0
0.13,719.0,0,43,6,0.403,27.1,1,1
0.8,352.0,0,35,1,0.714,10.4,0,1
1.85,107.0,0,32,5,0.331,8.4,0,1
2.39,757.0,0,26,6,0.115,8.0,1,0
0.78,338.0,0,29,7,0.085,2.1,1,0
1.25,649.0,0,28,7,0.435,2.8,1,1
13.67,-1.0,1,36,2,0.19,29.4,1,1
6.28,153.0,0,21,7,0.448,26.2,1,0
10.14,234.0,0,35,4,0.595,5.9,1,0
2.38,-1.0,1,18,7,0.795,5.8,0,0
9.82,306.0,0,24,3,0.525,16.9,0,1
0.37,257.0,0,19,3,0.811,1.8,0,1
20.08,359.0,0,41,1,0.561,29.4,1,1
4.94,564.0,0,45,6,0.539,22.0,1,0
5.18,622.0,0,31,2,0.669,70.3,0,1
7.56,368.0,0,44,9,0.579,28.9,1,1
13.85,236.0,0,43,6,0.512,9.4,1,1
26.42,151.0,0,24,4,0.405,0.0,1,0
1.75,105.0,0,46,6,0.44,14.6,1,1
8.72,281.0,0,19,5,0.596,10.9,1,1
15.69,557.0,0,19,0,0.686,19.3,0,1
6.44,808.0,0,30,2,0.298,46.0,1,0
5.45,236.0,0,26,2,0.279,0.6,1,0
3.04,665.0,0,36,4,0.187,1.6,1,1
2.23,879.0,0,43,4,0.716,21.9,1,1
5.24,539.0,0,35,4,0.617,0.9,1,1
1.14,791.0,0,36,2,0.177,21.9,1,0
1.97,-1.0,1,32,2,0.347,22.7,1,0
12.61,-1.0,1,23,1,0.137,33.9,0,0
7.12,425.0,0,25,4,0.646,54.3,1,1
4.14,751.0,0,46,4,0.509,5.9,0,0
0.33,771.0,0,32,2,0.627,11.5,1,1
2.7,93.0,0,33,2,0.871,8.4,1,1
2.23,471.0,0,39,7,0.728,7.0,1,0
7.33,-1.0,1,25,2,0.549,28.4,0,1
6.07,715.0,0,55,2,0.156,53.9,0,0
4.2,365.0,0,28,3,0.173,7.4,1,1
0.64,592.0,0,20,6,0.858,53.7,1,1
1.62,737.0,0,27,2,0.53,17.7,1,1
7.22,555.0,0,41,3,0.653,76.0,0,1
24.86,-1.0,1,36,2,0.806,60.9,0,0
3.1,850.0,0,42,1,0.826,29.8,1,0
3.54,597.0,0,42,2,0.633,16.9,1,1
2.72,219.0,0,33,4,0.889,8.5,1,0
2.92,-1.0,1,20,0,0.278,27.3,1,1
8.36,119.0,0,37,1,0.619,10.3,0,1
1.38,714.0,0,18,5,0.537,25.2,1,0
1.7,156.0,0,52,3,0.148,79.8,1,1
4.96,396.0,0,34,5,0.502,19.7,0,1
7.32,115.0,0,28,5,0.393,11.8,1,1
7.5,380.0,0,46,1,0.548,28.7,1,1
2.23,166.0,0,29,2,0.379,7.6,1,0
3.7,133.0,0,33,5,0.166,60.5,1,0
0.96,752.0,0,30,3,0.619,26.8,1,1
2.82,458.0,0,40,2,0.491,9.4,0,1
4.73,592.0,0,37,7,0.409,6.0,1,1
6.61,265.0,0,39,3,0.626,27.0,0,0
23.38,-1.0,1,26,4,0.46,57.2,0,0
12.66,303.0,0,36,4,0.394,6.2,0,0
0.12,882.0,0,35,0,0.346,38.8,1,1
10.0,633.0,0,41,1,0.753,67.1,1,0
3.81,149.0,0,36,2,0.433,37.3,1,1
8.11,92.0,0,47,2,0.44,0.3,1,0
9.58,540.0,0,31,1,0.897,11.3,1,1
18.15,94.0,0,18,6,0.462,40.9,1,0
10.14,-1.0,1,21,6,0.258,17.8,1,1
1.89,885.0,0,32,3,0.588,74.7,0,0
0.4,548.0,0,27,4,0.264,18.6,1,0
2.69,-1.0,1,31,1,0.54,18.3,0,0
6.61,276.0,0,18,1,0.342,20.2,1,0
11.1,206.0,0,46,6,0.968,5.0,1,1
12.45,438.0,0,22,3,0.702,94.5,1,0
4.11,-1.0,1,38,7,0.371,23.1,1,1
18.56,348.0,0,39,5,0.574,6.7,1,1
8.25,-1.0,1,43,1,0.037,6.8,1,1
1.23,727.0,0,29,2,0.266,9.8,1,1
4.54,567.0,0,18,5,0.754,23.5,0,0
8.82,583.0,0,31,1,0.431,38.3,0,0
0.2,807.0,0,35,3,0.55,5.3,1,1
0.96,-1.0,1,41,1,0.193,13.3,1,1
2.03,696.0,0,21,4,0.856,7.8,1,0
1.88,201.0,0,44,5,0.901,78.3,1,0
10.11,698.0,0,39,1,0.433,30.5,1,0
0.85,140.0,0,29,3,0.504,37.0,1,1
7.14,515.0,0,29,3,0.816,16.5,1,0
2.48,485.0,0,47,3,0.28,3.0,1,1
12.16,488.0,0,19,3,0.271,23.2,0,0
10.67,272.0,0,26,5,0.347,51.9,1,1
1.2,-1.0,1,33,6,0.922,0.8,1,1
4.74,598.0,0,30,2,0.915,19.4,1,1
7.64,470.0,0,34,2,0.722,14.0,1,1
10.23,440.0,0,36,2,0.718,25.2,1,1
1.87,-1.0,1,27,4,0.167,10.3,0,0
0.91,-1.0,1,36,2,0.729,25.1,1,1
5.54,-1.0,1,20,6,0.415,9.3,1,0
3.42,519.0,0,19,8,0.482,6.5,1,1
9.24,253.0,0,39,2,0.271,20.1,1,1
2.31,449.0,0,32,2,0.486,15.2,1,1
1.69,-1.0,1,35,4,0.657,16.0,1,1
26.73,899.0,0,38,0,0.714,0.1,1,0
1.44,-1.0,1,38,2,0.576,51.9,1,1
0.3,258.0,0,35,2,0.177,23.8,1,0
7.08,-1.0,1,28,2,0.402,10.4,1,0
7.52,333.0,0,38,5,0.698,17.6,1,1
4.04,228.0,0,23,1,0.081,34.8,1,1
1.01,577.0,0,49,4,0.745,9.1,1,1
0.18,-1.0,1,43,0,0.472,23.3,1,1
0.26,425.0,0,24,4,0.912,33.8,1,1
13.34,893.0,0,18,3,0.281,44.3,0,0
0.9,326.0,0,21,1,0.403,10.2,1,1
10.31,-1.0,1,29,4,0.492,11.1,1,1
1.13,753.0,0,31,3,0.765,2.7,1,1
14.65,874.0,0,23,2,0.104,6.8,0,0
9.59,686.0,0,42,5,0.279,14.2,0,1
11.24,777.0,0,28,1,0.184,69.2,1,0
2.06,534.0,0,42,5,0.48,2.5,0,1
1.97,821.0,0,20,4,0.536,30.2,1,1
7.9,263.0,0,24,4,0.624,3.2,1,1
6.64,212.0,0,21,4,0.19,9.9,0,0
12.81,875.0,0,54,3,0.603,24.5,1,0
5.82,758.0,0,23,4,0.636,15.5,1,1
22.93,819.0,0,28,2,0.697,24.5,0,0
2.33,460.0,0,18,1,0.657,6.6,1,1
11.73,-1.0,1,20,5,0.312,20.6,1,1
1.41,855.0,0,37,3,0.682,10.5,1,1
6.82,115.0,0,42,2,0.57,36.9,1,1
5.75,-1.0,1,25,3,0.306,2.4,1,1
12.77,259.0,0,19,6,0.321,24.5,0,0
7.94,493.0,0,41,1,0.773,19.7,1,1
2.2,783.0,0,29,3,0.333,19.2,0,0
1.31,795.0,0,28,5,0.378,22.1,1,1
1.98,-1.0,1,30,3,0.192,15.4,1,1
9.45,707.0,0,38,0,0.529,37.4,1,0
15.26,451.0,0,37,0,0.609,22.3,0,1
4.47,257.0,0,23,5,0.199,3.7,1,1
24.41,419.0,0,33,4,0.894,70.9,0,0
9.02,791.0,0,24,2,0.588,15.7,1,1
5.87,636.0,0,28,3,0.182,12.4,1,1
2.16,-1.0,1,45,4,0.28,18.0,1,1
2.06,374.0,0,19,1,0.27,10.4,0,0
3.0,-1.0,1,24,1,0.258,4.9,1,0
4.98,581.0,0,35,3,0.497,57.3,0,0
1.21,568.0,0,36,4,0.177,7.3,1,1
2.0,473.0,0,37,3,0.623,64.9,1,0
7.81,491.0,0,24,1,0.726,28.2,0,0
6.26,679.0,0,44,2,0.524,12.4,1,1
1.79,425.0,0,23,2,0.058,34.0,1,1
1.0,-1.0,1,40,5,0.191,32.0,1,1
18.55,780.0,0,28,0,0.494,4.2,0,0
4.68,501.0,0,46,3,0.867,2.4,1,1
0.95,-1.0,1,27,3,0.744,17.1,1,1
9.6,330.0,0,29,4,0.758,27.6,0,1
1.09,422.0,0,34,5,0.623,0.1,0,1
5.28,-1.0,1,28,4,0.417,0.4,1,1
3.23,337.0,0,39,1,0.723,15.6,1,1
2.71,624.0,0,39,4,0.267,29.5,1,1
1.28,899.0,0,34,2,0.56,11.1,1,1
4.0,641.0,0,37,4,0.804,17.5,1,0
1.66,737.0,0,31,3,0.192,22.9,1,1
1.99,450.0,0,41,2,0.454,1.0,1,1
8.59,857.0,0,43,5,0.599,7.1,1,1
2.56,782.0,0,39,5,0.563,67.9,1,1
5.74,361.0,0,33,2,0.805,15.7,0,1
5.05,349.0,0,34,3,0.383,8.4,1,1
7.18,645.0,0,43,5,0.302,22.6,1,1
11.95,132.0,0,33,6,0.662,40.5,0,0
0.69,281.0,0,29,3,0.376,2.7,0,0
4.13,372.0,0,31,4,0.863,57.8,1,1
4.98,-1.0,1,25,1,0.169,14.9,0,0
13.46,879.0,0,37,2,0.242,16.1,0,0
14.47,-1.0,1,35,5,0.204,15.3,1,0
7.54,169.0,0,31,1,0.69,12.4,0,1
8.46,228.0,0,29,4,0.358,48.1,0,0
2.17,362.0,0,24,2,0.675,58.6,1,0
1.36,417.0,0,29,4,0.115,0.6,1,1
1.31,220.0,0,24,1,0.504,21.4,0,0
0.15,-1.0,1,49,2,0.62,38.9,1,0
1.26,329.0,0,23,5,0.537,2.5,0,1
7.61,297.0,0,19,2,0.215,22.3,1,1
4.45,887.0,0,18,4,0.437,21.2,1,0
6.21,770.0,0,28,1,0.655,0.3,0,1
0.58,389.0,0,44,1,0.591,9.8,1,1
1.13,356.0,0,34,3,0.699,105.5,1,1
1.3,790.0,0,29,5,0.844,3.3,1,0
9.06,420.0,0,43,4,0.385,0.4,1,0
6.27,573.0,0,29,3,0.223,13.1,0,0
4.72,116.0,0,30,1,0.516,33.2,1,1
0.52,-1.0,1,28,4,0.925,13.5,0,0
0.86,746.0,0,22,4,0.486,68.3,1,0
1.77,126.0,0,18,1,0.479,5.7,1,0
16.91,437.0,0,40,4,0.878,0.4,1,0
6.35,441.0,0,26,0,0.576,43.7,1,1
7.67,851.0,0,31,2,0.307,24.7,0,0
2.41,535.0,0,27,4,0.311,2.2,1,1
22.62,549.0,0,52,3,0.329,27.6,1,1
0.11,373.0,0,18,0,0.912,64.6,1,0
0.95,375.0,0,46,3,0.698,14.8,1,1
0.62,848.0,0,18,3,0.755,10.3,0,0
9.85,468.0,0,22,3,0.861,41.0,0,0
1.27,715.0,0,18,6,0.653,29.7,1,0
14.22,596.0,0,18,2,0.549,61.2,1,1
10.43,697.0,0,30,4,0.569,8.1,0,0
11.85,400.0,0,32,1,0.377,5.6,1,0
24.2,186.0,0,18,1,0.582,4.1,0,1
0.21,-1.0,1,36,3,0.758,26.7,1,1
1.38,397.0,0,57,1,0.463,14.4,0,0
1.79,159.0,0,36,3,0.512,33.9,1,0
3.66,839.0,0,36,6,0.817,66.2,1,1
2.04,163.0,0,22,2,0.714,24.3,1,0
14.26,220.0,0,51,3,0.159,39.2,0,0
0.26,704.0,0,20,5,0.596,16.4,0,1
3.54,491.0,0,28,1,0.598,10.1,1,1
0.86,279.0,0,31,3,0.497,32.4,0,0
3.03,-1.0,1,47,1,0.377,20.1,1,1
24.41,116.0,0,43,6,0.589,6.3,0,1
1.35,855.0,0,39,2,0.349,18.6,1,0
0.05,579.0,0,36,4,0.277,63.9,1,1
4.93,268.0,0,33,3,0.926,35.8,1,1
7.08,431.0,0,24,6,0.017,7.9,1,1
4.75,818.0,0,37,4,0.391,60.6,1,0
0.8,535.0,0,36,4,0.399,32.7,1,1
4.62,151.0,0,30,9,0.481,29.3,1,0
5.75,366.0,0,41,5,0.649,7.8,0,0
12.89,122.0,0,44,1,0.106,39.1,0,0
8.91,722.0,0,22,3,0.82,35.1,1,1
9.17,560.0,0,39,3,0.455,20.6,1,1
0.4,182.0,0,20,2,0.535,39.8,1,1
4.14,386.0,0,34,2,0.23,1.0,1,0
16.37,770.0,0,23,3,0.26,62.6,1,0
1.24,242.0,0,38,4,0.375,12.9,0,0
0.25,827.0,0,31,1,0.513,28.5,1,0
3.04,328.0,0,18,5,0.756,44.0,1,1
0.39,111.0,0,25,0,0.392,26.5,1,0
9.27,137.0,0,43,3,0.744,7.5,1,1
5.23,478.0,0,27,5,0.505,10.3,0,1
8.37,102.0,0,35,1,0.207,30.8,1,0
2.67,360.0,0,31,1,0.536,0.6,1,0
2.14,400.0,0,29,6,0.718,7.1,0,0
3.38,131.0,0,18,4,0.093,20.5,1,0
4.07,701.0,0,48,5,0.319,54.0,0,1
4.55,387.0,0,18,2,0.662,6.3,1,1
11.84,655.0,0,36,2,0.763,4.1,1,1
0.06,877.0,0,24,5,0.106,21.9,0,0
6.8,-1.0,1,40,4,0.462,6.1,1,1
4.83,699.0,0,32,3,0.496,14.9,1,0
0.72,226.0,0,32,3,0.919,37.9,0,1
8.02,608.0,0,27,2,0.517,5.0,0,0
4.27,193.0,0,39,3,0.382,43.2,1,1
1.21,202.0,0,47,3,0.53,2.6,1,1
5.4,762.0,0,27,1,0.364,0.0,0,1
9.66,753.0,0,26,4,0.317,23.8,1,1
3.73,767.0,0,25,2,0.856,10.9,1,1
0.82,119.0,0,18,4,0.844,4.1,1,0
0.2,893.0,0,18,5,0.726,14.1,0,1
3.06,803.0,0,22,3,0.656,25.2,1,0
6.31,-1.0,1,24,4,0.484,17.2,1,1
7.41,-1.0,1,37,5,0.576,1.5,0,0
19.92,307.0,0,20,2,0.235,18.1,1,1
10.32,779.0,0,38,3,0.72,10.7,1,1
0.18,684.0,0,33,1,0.846,74.6,1,1
4.47,-1.0,1,28,5,0.706,6.8,0,1
2.4,809.0,0,27,3,0.425,3.3,1,1
9.4,154.0,0,27,4,0.846,25.4,0,0
2.49,384.0,0,19,4,0.498,44.1,1,0
14.62,106.0,0,18,4,0.846,25.3,0,0
15.05,-1.0,1,39,5,0.642,16.2,0,1
0.89,758.0,0,28,3,0.553,19.2,1,0
1.78,813.0,0,31,5,0.706,18.7,1,0
0.21,407.0,0,32,1,0.21,19.0,1,1
17.88,317.0,0,23,0,0.58,60.6,1,1
3.18,543.0,0,37,4,0.75,27.5,1,1
1.65,-1.0,1,40,5,0.19,4.3,0,0
3.83,221.0,0,19,3,0.499,23.1,1,0
9.77,783.0,0,24,6,0.683,36.1,1,0
12.79,333.0,0,36,6,0.9,89.1,0,0
4.81,147.0,0,22,1,0.586,29.0,1,1
1.76,107.0,0,29,4,0.069,43.2,1,0
3.91,683.0,0,28,7,0.4,4.5,1,1
3.23,231.0,0,44,4,0.704,14.4,1,1
12.05,162.0,0,18,3,0.575,14.6,1,1
0.99,806.0,0,18,0,0.826,20.8,0,0
10.37,354.0,0,41,2,0.71,19.2,1,1
1.42,733.0,0,41,4,0.483,50.7,1,0
9.21,236.0,0,36,3,0.843,29.4,1,1
5.05,137.0,0,24,2,0.781,0.8,1,0
1.29,383.0,0,21,1,0.142,12.2,1,1
23.88,727.0,0,31,2,0.057,17.5,1,0
0.75,-1.0,1,42,5,0.306,20.0,0,0
10.35,726.0,0,38,2,0.287,18.2,0,0
0.42,133.0,0,22,3,0.622,13.7,1,1
5.57,848.0,0,24,3,0.355,7.0,1,0
0.85,-1.0,1,36,7,0.144,4.6,1,1
0.06,619.0,0,39,4,0.258,26.1,1,1
4.67,216.0,0,44,3,0.965,35.8,1,1
2.62,-1.0,1,37,4,0.292,1.9,0,0
14.22,859.0,0,35,3,0.441,24.7,1,1
0.85,774.0,0,33,2,0.121,5.1,1,0
13.62,-1.0,1,35,1,0.472,9.5,1,1
5.41,685.0,0,21,3,0.543,15.3,1,0
0.96,123.0,0,30,2,0.636,13.7,0,0
2.38,515.0,0,38,5,0.431,16.8,0,1
1.84,653.0,0,41,5,0.405,16.0,0,0
8.48,-1.0,1,18,1,0.572,12.5,1,0
5.57,428.0,0,34,6,0.217,14.2,1,1
8.37,563.0,0,54,4,0.623,25.8,1,0
6.24,236.0,0,38,5,0.738,12.9,1,1
0.95,238.0,0,35,2,0.265,24.9,1,0
9.54,559.0,0,30,2,0.632,39.2,1,1
4.55,658.0,0,31,2,0.573,12.0,1,1
12.73,233.0,0,19,5,0.131,9.3,1,0
5.97,-1.0,1,51,1,0.115,3.1,1,0
2.36,619.0,0,26,5,0.571,37.3,0,1
2.84,248.0,0,32,5,0.671,58.4,1,0
7.49,797.0,0,38,1,0.499,137.5,1,0
2.29,98.0,0,31,3,0.472,13.4,1,1
3.75,563.0,0,19,1,0.571,4.2,1,0
10.57,389.0,0,33,5,0.516,22.8,1,1
8.98,356.0,0,22,1,0.299,8.9,1,1
4.0,398.0,0,25,3,0.597,1.7,0,0
3.23,275.0,0,33,2,0.688,91.0,1,1
11.05,477.0,0,33,5,0.438,1.5,1,1
4.43,431.0,0,20,4,0.855,27.8,1,1
24.22,695.0,0,40,5,0.297,27.0,1,0
6.51,692.0,0,20,5,0.405,16.2,1,0
2.34,553.0,0,24,4,0.436,21.3,1,0
1.46,432.0,0,38,0,0.464,36.8,1,1
3.28,634.0,0,35,5,0.306,20.9,0,0
1.26,820.0,0,27,0,0.509,2.7,1,0
2.12,467.0,0,18,1,0.397,9.2,0,0
2.93,719.0,0,46,2,0.39,52.5,1,1
0.91,865.0,0,18,1,0.41,7.0,1,0
0.26,-1.0,1,42,2,0.591,8.4,0,0
4.04,172.0,0,18,3,0.825,2.3,1,1
22.16,273.0,0,49,3,0.694,73.0,1,0
6.0,-1.0,1,30,4,0.252,127.4,1,0
7.56,516.0,0,39,1,0.84,46.9,1,1
0.51,872.0,0,19,4,0.805,43.7,1,1
2.63,-1.0,1,18,1,0.708,4.7,1,1
9.35,674.0,0,47,3,0.128,12.8,1,1
7.0,453.0,0,41,3,0.529,104.4,0,0
7.9,658.0,0,43,2,0.344,15.0,0,0
6.63,892.0,0,37,2,0.494,109.6,0,1
4.09,518.0,0,18,4,0.212,27.3,1,1
14.63,142.0,0,18,4,0.42,26.0,0,0
2.78,815.0,0,30,1,0.249,5.5,1,1
7.18,804.0,0,36,3,0.849,24.9,1,0
2.73,93.0,0,35,3,0.663,35.9,0,0
0.82,886.0,0,39,4,0.547,47.1,1,1
1.12,652.0,0,35,2,0.295,115.8,1,0
0.61,551.0,0,32,4,0.873,71.8,1,0
25.17,273.0,0,28,1,0.768,1.3,0,0
13.57,675.0,0,26,2,0.395,27.5,1,0
0.7,569.0,0,27,4,0.511,8.9,1,0
1.88,444.0,0,31,4,0.543,20.4,1,1
1.71,400.0,0,26,5,0.565,55.9,0,0
4.06,233.0,0,25,3,0.761,41.3,0,0
0.71,194.0,0,32,1,0.883,37.7,1,1
4.53,659.0,0,36,2,0.305,24.5,0,0
25.28,733.0,0,36,5,0.358,31.8,1,0
20.17,-1.0,1,20,1,0.383,42.0,0,1
0.82,806.0,0,34,3,0.724,78.4,1,0
0.27,292.0,0,29,3,0.277,7.3,1,0
8.44,509.0,0,28,2,0.232,204.3,1,0
21.87,-1.0,1,38,3,0.253,6.9,0,0
1.2,840.0,0,44,1,0.43,18.3,1,0
2.4,386.0,0,26,3,0.209,13.2,0,0
2.11,554.0,0,18,6,0.638,48.3,0,1
0.77,-1.0,1,26,6,0.582,61.9,1,1
6.19,338.0,0,36,4,0.082,14.1,0,0
9.74,349.0,0,37,1,0.396,50.7,0,0
0.45,509.0,0,30,6,0.727,21.5,1,1
2.34,374.0,0,36,3,0.203,20.5,1,1
2.02,548.0,0,20,2,0.525,1.2,1,0
1.96,636.0,0,32,3,0.095,30.7,1,0
3.18,889.0,0,44,5,0.773,8.4,0,0
4.49,-1.0,1,35,2,0.547,3.7,0,0
9.38,366.0,0,33,5,0.55,4.1,1,1
8.38,586.0,0,27,6,0.555,31.2,1,0
7.12,628.0,0,35,6,0.638,2.1,1,1
0.48,433.0,0,20,6,0.096,3.4,1,0
6.2,808.0,0,31,3,0.436,1.5,0,0
0.88,222.0,0,42,3,0.767,14.3,1,1
0.71,314.0,0,34,4,0.151,5.9,0,0
1.16,319.0,0,38,4,0.553,23.2,0,1
3.15,632.0,0,27,4,0.368,15.1,1,1
8.68,519.0,0,30,3,0.229,39.7,1,0
7.15,448.0,0,36,1,0.808,32.3,1,1
1.73,760.0,0,34,5,0.186,5.4,1,0
3.42,244.0,0,46,5,0.444,1.7,1,0
5.78,-1.0,1,31,6,0.835,0.7,0,0
4.94,331.0,0,19,5,0.813,1.1,1,1
15.94,240.0,0,25,2,0.522,39.5,0,1
30.12,719.0,0,37,4,0.397,10.3,1,0
20.53,-1.0,1,36,2,0.753,0.1,1,1
15.64,573.0,0,26,1,0.957,6.6,1,0
20.37,-1.0,1,39,2,0.636,32.9,1,0
